DATA,HORÁRIO,NOME CONDOMÍNIO,UN,HAB/Un,RSU TOTAL (kg),RSU RECICLAVEL (kg),ORGÂNICO,CEP,RECICLABILIDADE,RESÍDUO PREDOMINANTE,QUANTIDADE (toneladas),TAXA DE APROVEITAMENTO (%),CUSTO DA COLETA (R$),TEMPO DE COLETA (minutos)
22-05-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2586,1,4529.0,772.89,1434.69,04038-001,BAIXA,Orgânico,0.6,58.71,472.1,14.21
22-05-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,371,3,1486.0,762.44,918.53,04054-011,BAIXA,Plástico,1.85,75.42,352.13,40.88
22-05-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1497,3,2359.0,483.71,717.27,06038-310,ALTA,Vidro,0.81,80.2,352.37,15.68
22-05-2020,09:00,INNOVA III & IV,2745,1,3878.0,1232.87,2552.21,04211-320,BAIXA,Vidro,1.02,83.59,479.47,43.64
22-05-2020,12:00,MAGNUM RESIDENCIAL,571,1,1089.0,271.09,610.64,05085-010,BAIXA,Orgânico,1.41,82.64,470.19,44.19
22-05-2020,09:45,EDIFÍCIO LINA JARDINS,938,3,1972.0,868.62,1186.46,01415-001,BAIXA,Papel,1.71,82.25,129.14,27.6
22-05-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1548,1,4886.0,1777.81,2438.19,03978-160,ALTA,Vidro,0.59,89.5,896.67,50.08
22-05-2020,14:30,HELLO VILA MARIANA,781,3,2090.0,501.42,805.03,04101-000,ALTA,Plástico,0.15,75.94,450.9,34.92
22-05-2020,08:30,RESIDENCIAL TIETÊ,2439,1,2754.0,976.43,1260.16,03026-000,ALTA,Plástico,0.16,85.83,664.93,48.03
22-05-2020,09:15,EASY CIDADE UNIVERSITÁRIA,1575,3,4746.0,772.35,2635.53,05366-000,BAIXA,Papelão,1.33,96.85,620.61,36.74
22-05-2020,10:00,NURBAN PINHEIROS,1323,1,4083.0,625.07,2515.86,05423-010,BAIXA,Plástico,1.86,75.24,884.55,41.03
22-05-2020,11:45,UPPER SÃO CAETANO,2133,1,2292.0,833.81,1322.76,09530-001,BAIXA,Plástico,1.4,85.46,478.8,55.88
22-05-2020,14:00,BE URBAN METRÔ BROOKLIN,2052,1,2985.0,714.58,924.1,04705-000,ALTA,Vidro,1.04,81.78,738.45,53.53
22-05-2020,13:30,PÁTIO MONDRIAN,2559,3,2090.0,1022.36,1202.19,04793-100,BAIXA,Papel,1.14,97.76,656.66,48.21
22-05-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1641,3,2619.0,595.49,1687.23,06278-080,BAIXA,Orgânico,1.75,88.59,999.7,53.29
22-05-2020,08:45,PORTAL DAS NAÇÕES,1458,3,2682.0,634.85,1412.86,06223-080,BAIXA,Vidro,1.22,95.15,785.56,24.54
22-05-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,1146,3,2979.0,928.97,1709.54,06765-220,BAIXA,Vidro,0.78,98.9,931.28,37.31
22-05-2020,12:45,SPAZIO IBIRAPUERA,1338,3,2700.0,896.28,1103.51,04022-020,ALTA,Papelão,0.69,63.51,505.23,31.19
22-05-2020,14:15,SPAZIO INTERLAGOS,2757,3,1932.0,813.46,1120.0,04822-090,BAIXA,Orgânico,0.82,78.52,663.58,28.38
22-05-2020,13:00,SPAZIO PINHEIROS,1944,3,2754.0,984.37,1414.29,04561-010,BAIXA,Orgânico,1.63,66.64,719.01,15.88
22-05-2020,09:30,RECANTO DOS PÁSSAROS,1431,3,2139.0,378.61,1331.62,03193-005,BAIXA,Papelão,0.4,79.84,678.39,10.67
22-05-2020,11:15,PAÇO DAS FLORES,1401,3,3159.0,726.32,1289.9,04826-190,ALTA,Papel,0.81,58.87,163.56,41.79
22-05-2020,10:45,PROVENCE APPARTAMENTS,2586,3,2043.0,725.86,1137.64,04543-010,BAIXA,Orgânico,0.93,80.31,557.28,34.88
23-05-2020,08:30,FLEX I,1405,1,1224.0,779.89,653.75,04538-132,BAIXA,Orgânico,1.04,64.55,366.61,15.91
23-05-2020,09:15,FLEX III,1972,3,4585.0,581.76,2318.05,04538-133,BAIXA,Vidro,1.24,57.55,873.37,58.21
23-05-2020,10:00,ALTOS DO BUTANTÃ,287,3,4861.0,2109.23,3371.97,05359-001,BAIXA,Orgânico,0.88,63.28,1371.01,13.97
23-05-2020,08:00,EASY LIFE,2365,1,3678.0,1445.02,2251.76,06764-170,BAIXA,Papel,0.73,73.42,743.16,20.23
23-05-2020,11:30,CONDOMINIO BANDEIRANTES,365,3,3715.0,1819.23,1987.98,06705-300,BAIXA,Orgânico,0.36,90.92,640.06,20.66
23-05-2020,14:45,SKY HOUSE,1519,3,1686.0,888.45,680.82,03141-060,ALTA,Papelão,1.62,65.61,588.3,50.18
23-05-2020,10:30,PLAZA MAYOR,2093,1,2671.0,456.27,1073.98,05303-020,ALTA,Papelão,0.38,77.95,526.6,28.33
23-05-2020,13:15,MAXI PIRITUBA,417,1,443.0,186.34,153.23,02936-001,BAIXA,Orgânico,0.85,56.43,503.46,19.55
23-05-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1538,3,4488.0,673.22,1983.33,04543-011,BAIXA,Orgânico,1.39,52.0,846.45,50.12
23-05-2020,14:00,LED BARRA FUNDA,2463,3,4299.0,1634.79,1554.92,01136-000,ALTA,Papelão,1.67,56.79,885.16,30.04
23-05-2020,13:30,CIDADE VIVA OFFICES,129,3,4090.0,804.67,2237.19,03317-000,BAIXA,Plástico,1.66,94.34,445.24,26.87
23-05-2020,15:30,BRISA DA MATA,2064,1,1713.0,520.37,700.99,08122-600,ALTA,Papel,1.22,76.71,551.6,23.17
23-05-2020,11:00,FIT BOSQUE ITAQUERA,1227,1,4181.0,1517.94,2715.3,08260-000,BAIXA,Vidro,1.0,76.36,485.24,37.93
23-05-2020,12:45,TORRE DE TAVORA,1902,1,4329.0,2097.38,1802.91,04075-010,ALTA,Papel,0.31,94.04,626.87,37.54
23-05-2020,08:30,VIDA BELA,1619,1,1647.0,512.15,595.67,03118-001,ALTA,Vidro,0.39,83.58,313.85,48.53
23-05-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,1585,3,3183.0,798.36,1703.7,01310-300,BAIXA,Orgânico,1.24,50.43,648.64,51.3
23-05-2020,10:00,VARANDA BOTANIC,1315,1,1764.0,716.89,1187.38,05543-060,BAIXA,Vidro,0.96,98.35,595.32,39.16
23-05-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2586,1,4529.0,691.51,2601.43,04038-001,BAIXA,Plástico,0.45,60.3,1152.06,27.06
23-05-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,371,3,1486.0,749.01,929.2,04054-011,BAIXA,Plástico,1.67,52.29,308.68,39.35
23-05-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1497,3,2359.0,351.63,951.53,06038-310,ALTA,Papelão,1.97,50.71,661.46,24.14
23-05-2020,09:00,INNOVA III & IV,2745,1,3878.0,1161.79,2620.71,04211-320,BAIXA,Papel,1.47,61.06,1025.62,21.0
23-05-2020,12:00,MAGNUM RESIDENCIAL,571,1,1089.0,271.09,650.13,05085-010,BAIXA,Orgânico,0.82,83.03,564.74,10.38
23-05-2020,09:45,EDIFÍCIO LINA JARDINS,938,3,1972.0,929.28,905.76,01415-001,BAIXA,Orgânico,0.17,93.22,333.13,20.56
23-05-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1548,1,4886.0,1545.02,3141.23,03978-160,BAIXA,Orgânico,1.08,82.46,1307.45,31.23
23-05-2020,14:30,HELLO VILA MARIANA,781,3,2090.0,441.92,742.43,04101-000,ALTA,Plástico,0.83,57.07,266.05,14.46
23-05-2020,08:30,RESIDENCIAL TIETÊ,2439,1,2754.0,821.36,1367.8,03026-000,ALTA,Vidro,1.51,89.71,778.63,49.78
23-05-2020,09:15,EASY CIDADE UNIVERSITÁRIA,1575,3,4746.0,594.26,1498.36,05366-000,ALTA,Papelão,0.47,65.28,784.73,19.1
23-05-2020,10:00,NURBAN PINHEIROS,1323,1,4083.0,557.89,2511.52,05423-010,BAIXA,Vidro,1.94,88.78,1000.03,34.51
23-05-2020,11:45,UPPER SÃO CAETANO,2133,1,2292.0,785.71,858.8,09530-001,ALTA,Papel,1.66,71.08,457.63,22.29
23-05-2020,14:00,BE URBAN METRÔ BROOKLIN,2052,1,2985.0,592.94,1321.01,04705-000,BAIXA,Orgânico,0.86,71.82,679.71,43.66
23-05-2020,13:30,PÁTIO MONDRIAN,2559,3,2090.0,887.36,1444.38,04793-100,BAIXA,Vidro,1.68,54.15,754.21,34.66
23-05-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1641,3,2619.0,313.62,1708.92,06278-080,BAIXA,Papel,0.93,75.02,735.21,29.33
23-05-2020,08:45,PORTAL DAS NAÇÕES,1458,3,2682.0,419.85,1062.81,06223-080,ALTA,Papel,0.82,98.05,500.59,25.0
23-05-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,1146,3,2979.0,930.97,1891.06,06765-220,BAIXA,Plástico,0.21,92.92,947.36,44.08
23-05-2020,12:45,SPAZIO IBIRAPUERA,1338,3,2700.0,893.28,1569.14,04022-020,BAIXA,Papel,1.3,81.28,600.3,36.48
23-05-2020,14:15,SPAZIO INTERLAGOS,2757,3,1932.0,743.46,663.06,04822-090,BAIXA,Orgânico,1.37,81.69,619.9,13.22
23-05-2020,13:00,SPAZIO PINHEIROS,1944,3,2754.0,854.37,1442.89,04561-010,BAIXA,Orgânico,1.7,63.32,570.65,18.13
23-05-2020,09:30,RECANTO DOS PÁSSAROS,1431,3,2139.0,301.61,1218.16,03193-005,BAIXA,Papelão,1.01,83.85,292.83,17.51
23-05-2020,11:15,PAÇO DAS FLORES,1401,3,3159.0,661.32,1912.75,04826-190,BAIXA,Papel,0.61,94.92,609.53,32.81
23-05-2020,10:45,PROVENCE APPARTAMENTS,2586,3,2043.0,721.86,1174.49,04543-010,BAIXA,Vidro,1.76,88.53,630.32,42.06
24-05-2020,08:30,FLEX I,1405,1,1224.0,691.34,717.57,04538-132,BAIXA,Orgânico,0.34,72.86,536.23,43.46
24-05-2020,09:15,FLEX III,1972,3,4585.0,672.91,2239.19,04538-133,ALTA,Papel,0.46,71.92,528.54,49.01
24-05-2020,10:00,ALTOS DO BUTANTÃ,287,3,4861.0,2507.11,2253.24,05359-001,ALTA,Papel,1.46,86.98,1059.49,33.69
24-05-2020,08:00,EASY LIFE,2365,1,3678.0,1272.47,2144.94,06764-170,BAIXA,Papel,1.41,89.02,905.17,41.66
24-05-2020,11:30,CONDOMINIO BANDEIRANTES,365,3,3715.0,1523.89,1644.84,06705-300,ALTA,Papelão,1.99,96.18,904.68,21.19
24-05-2020,14:45,SKY HOUSE,1519,3,1686.0,841.22,942.52,03141-060,BAIXA,Papelão,1.94,70.1,487.41,40.97
24-05-2020,10:30,PLAZA MAYOR,2093,1,2671.0,381.76,961.7,05303-020,ALTA,Plástico,0.88,83.28,326.49,32.18
24-05-2020,13:15,MAXI PIRITUBA,417,1,443.0,158.23,297.81,02936-001,BAIXA,Papel,1.21,90.63,191.61,17.99
24-05-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1538,3,4488.0,587.62,2704.47,04543-011,BAIXA,Papel,1.24,88.31,1099.45,13.95
24-05-2020,14:00,LED BARRA FUNDA,2463,3,4299.0,1395.98,2001.46,01136-000,BAIXA,Orgânico,1.0,66.63,388.14,54.91
24-05-2020,13:30,CIDADE VIVA OFFICES,129,3,4090.0,764.19,1979.57,03317-000,ALTA,Vidro,1.67,72.87,618.3,12.06
24-05-2020,15:30,BRISA DA MATA,2064,1,1713.0,479.57,1130.25,08122-600,BAIXA,Orgânico,1.19,65.38,526.77,27.7
24-05-2020,11:00,FIT BOSQUE ITAQUERA,1227,1,4181.0,1411.32,2358.91,08260-000,BAIXA,Orgânico,0.87,77.24,1246.07,48.4
24-05-2020,12:45,TORRE DE TAVORA,1902,1,4329.0,1958.33,2140.22,04075-010,BAIXA,Orgânico,0.49,89.96,1040.12,31.26
24-05-2020,08:30,VIDA BELA,1619,1,1647.0,431.55,570.8,03118-001,ALTA,Papelão,1.51,66.88,271.69,53.97
24-05-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,1585,3,3183.0,811.49,1098.5,01310-300,ALTA,Plástico,0.38,65.69,140.52,23.52
24-05-2020,10:00,VARANDA BOTANIC,1315,1,1764.0,642.79,630.95,05543-060,ALTA,Papelão,0.77,55.42,406.23,40.06
24-05-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2586,1,4529.0,607.36,1591.44,04038-001,ALTA,Plástico,0.19,89.41,698.48,23.24
24-05-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,371,3,1486.0,643.41,574.59,04054-011,ALTA,Vidro,0.71,72.92,511.31,32.21
24-05-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1497,3,2359.0,236.84,1033.47,06038-310,ALTA,Vidro,1.29,60.87,333.9,55.66
24-05-2020,09:00,INNOVA III & IV,2745,1,3878.0,1017.64,2197.1,04211-320,BAIXA,Orgânico,0.64,86.17,700.51,55.02
24-05-2020,12:00,MAGNUM RESIDENCIAL,571,1,1089.0,218.03,407.57,05085-010,ALTA,Vidro,1.73,76.7,463.08,42.84
24-05-2020,09:45,EDIFÍCIO LINA JARDINS,938,3,1972.0,868.23,1248.66,01415-001,BAIXA,Orgânico,1.56,92.55,972.73,56.82
24-05-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1548,1,4886.0,1191.12,3184.99,03978-160,BAIXA,Papel,1.1,93.46,803.26,15.88
24-05-2020,14:30,HELLO VILA MARIANA,781,3,2090.0,366.15,1034.59,04101-000,ALTA,Plástico,0.82,91.31,250.63,28.4
24-05-2020,08:30,RESIDENCIAL TIETÊ,2439,1,2754.0,747.49,1482.39,03026-000,BAIXA,Orgânico,0.17,54.71,581.52,11.94
24-05-2020,09:15,EASY CIDADE UNIVERSITÁRIA,1575,3,4746.0,547.81,3110.05,05366-000,BAIXA,Papelão,1.5,62.0,602.99,24.61
24-05-2020,10:00,NURBAN PINHEIROS,1323,1,4083.0,514.27,2078.57,05423-010,BAIXA,Orgânico,1.95,60.33,839.64,50.62
24-05-2020,11:45,UPPER SÃO CAETANO,2133,1,2292.0,793.14,1034.93,09530-001,ALTA,Vidro,1.87,80.53,434.61,29.47
24-05-2020,14:00,BE URBAN METRÔ BROOKLIN,2052,1,2985.0,525.62,1521.63,04705-000,BAIXA,Vidro,1.98,67.06,562.51,21.85
24-05-2020,13:30,PÁTIO MONDRIAN,2559,3,2090.0,818.44,1033.05,04793-100,ALTA,Plástico,0.25,73.63,513.77,49.03
24-05-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1641,3,2619.0,205.87,1293.26,06278-080,ALTA,Vidro,0.84,52.98,829.65,49.46
24-05-2020,08:45,PORTAL DAS NAÇÕES,1458,3,2682.0,326.19,817.88,06223-080,ALTA,Plástico,0.27,66.52,731.59,15.07
24-05-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,1146,3,2979.0,864.62,1935.75,06765-220,BAIXA,Papel,0.91,54.85,1061.79,15.94
24-05-2020,12:45,SPAZIO IBIRAPUERA,1338,3,2700.0,835.73,1641.38,04022-020,BAIXA,Papelão,0.93,70.17,1007.75,39.66
24-05-2020,14:15,SPAZIO INTERLAGOS,2757,3,1932.0,711.42,1239.41,04822-090,BAIXA,Papel,0.14,90.8,273.06,19.87
24-05-2020,13:00,SPAZIO PINHEIROS,1944,3,2754.0,950.53,1526.89,04561-010,BAIXA,Vidro,0.12,52.6,346.71,18.36
24-05-2020,09:30,RECANTO DOS PÁSSAROS,1431,3,2139.0,272.59,678.52,03193-005,ALTA,Plástico,0.45,61.51,415.43,55.02
24-05-2020,11:15,PAÇO DAS FLORES,1401,3,3159.0,523.39,2178.67,04826-190,BAIXA,Papel,1.8,80.24,847.5,56.18
24-05-2020,10:45,PROVENCE APPARTAMENTS,2586,3,2043.0,761.19,1362.15,04543-010,BAIXA,Plástico,1.2,66.65,583.76,45.18
25-05-2020,08:30,FLEX I,1405,1,1224.0,256.98,827.68,04538-132,BAIXA,Plástico,1.69,78.06,520.21,12.09
25-05-2020,09:15,FLEX III,1972,3,4585.0,878.22,2665.24,04538-133,BAIXA,Plástico,1.64,95.05,1199.32,42.39
25-05-2020,10:00,ALTOS DO BUTANTÃ,287,3,4861.0,1513.42,2136.22,05359-001,ALTA,Plástico,1.92,69.02,1141.56,44.39
25-05-2020,08:00,EASY LIFE,2365,1,3678.0,285.13,1354.19,06764-170,ALTA,Papelão,1.61,88.69,560.53,10.31
25-05-2020,11:30,CONDOMINIO BANDEIRANTES,365,3,3715.0,1097.01,1397.73,06705-300,ALTA,Plástico,1.71,78.49,1082.54,25.39
25-05-2020,14:45,SKY HOUSE,1519,3,1686.0,412.37,637.73,03141-060,BAIXA,Orgânico,1.54,67.27,556.12,27.44
25-05-2020,10:30,PLAZA MAYOR,2093,1,2671.0,1749.28,979.37,05303-020,ALTA,Plástico,0.77,67.42,455.06,14.0
25-05-2020,13:15,MAXI PIRITUBA,417,1,443.0,1886.06,226.64,02936-001,BAIXA,Plástico,0.78,77.36,295.17,55.18
25-05-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1538,3,4488.0,426.13,2636.57,04543-011,BAIXA,Plástico,1.24,77.8,900.53,24.49
25-05-2020,14:00,LED BARRA FUNDA,2463,3,4299.0,1444.24,1700.03,01136-000,ALTA,Papel,0.35,91.1,1008.13,40.14
25-05-2020,13:30,CIDADE VIVA OFFICES,129,3,4090.0,1284.1,1416.6,03317-000,ALTA,Papelão,1.76,62.37,1030.63,49.17
25-05-2020,15:30,BRISA DA MATA,2064,1,1713.0,567.27,659.79,08122-600,ALTA,Papelão,0.36,80.49,300.82,16.24
25-05-2020,11:00,FIT BOSQUE ITAQUERA,1227,1,4181.0,434.11,1606.01,08260-000,ALTA,Plástico,1.25,93.47,688.09,42.37
25-05-2020,12:45,TORRE DE TAVORA,1902,1,4329.0,1520.13,2195.93,04075-010,BAIXA,Orgânico,0.65,51.82,1065.25,52.63
25-05-2020,08:30,VIDA BELA,1619,1,1647.0,563.04,997.39,03118-001,BAIXA,Papelão,1.91,51.77,672.12,30.87
25-05-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,1585,3,3183.0,184.05,1499.05,01310-300,ALTA,Papel,0.87,65.48,808.97,39.88
25-05-2020,10:00,VARANDA BOTANIC,1315,1,1764.0,881.11,659.63,05543-060,ALTA,Papel,1.02,56.66,517.87,37.98
25-05-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2586,1,4529.0,1122.68,2155.48,04038-001,ALTA,Vidro,1.32,92.08,1069.57,31.95
25-05-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,371,3,1486.0,1151.29,615.78,04054-011,ALTA,Papelão,1.29,57.78,544.8,16.04
25-05-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1497,3,2359.0,1276.17,1285.3,06038-310,BAIXA,Plástico,1.36,90.11,593.18,24.69
25-05-2020,09:00,INNOVA III & IV,2745,1,3878.0,1025.99,1872.13,04211-320,ALTA,Plástico,1.99,65.37,618.87,36.43
25-05-2020,12:00,MAGNUM RESIDENCIAL,571,1,1089.0,665.24,754.27,05085-010,BAIXA,Orgânico,1.06,95.7,260.84,54.59
25-05-2020,09:45,EDIFÍCIO LINA JARDINS,938,3,1972.0,1306.81,1034.75,01415-001,BAIXA,Plástico,1.79,59.88,804.24,12.46
25-05-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,1548,1,4886.0,470.87,1501.52,03978-160,ALTA,Plástico,0.55,60.97,484.56,11.2
25-05-2020,14:30,HELLO VILA MARIANA,781,3,2090.0,949.57,741.28,04101-000,BAIXA,Orgânico,1.46,96.25,476.56,33.64
25-05-2020,08:30,RESIDENCIAL TIETÊ,2439,1,2754.0,1455.84,1789.15,03026-000,BAIXA,Vidro,1.33,78.54,867.37,18.22
25-05-2020,09:15,EASY CIDADE UNIVERSITÁRIA,1575,3,4746.0,649.81,2109.96,05366-000,ALTA,Vidro,0.45,61.88,921.21,25.11
25-05-2020,10:00,NURBAN PINHEIROS,1323,1,4083.0,411.28,2556.42,05423-010,BAIXA,Papel,1.9,85.89,451.78,49.39
25-05-2020,11:45,UPPER SÃO CAETANO,2133,1,2292.0,587.25,1270.1,09530-001,BAIXA,Papel,1.11,76.08,850.44,31.76
25-05-2020,14:00,BE URBAN METRÔ BROOKLIN,2052,1,2985.0,1052.42,1869.3,04705-000,BAIXA,Papel,1.25,95.54,938.76,28.14
25-05-2020,13:30,PÁTIO MONDRIAN,2559,3,2090.0,736.89,644.41,04793-100,ALTA,Plástico,0.77,63.36,688.35,46.67
25-05-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1641,3,2619.0,175.83,1312.87,06278-080,BAIXA,Orgânico,1.79,93.13,556.81,18.83
25-05-2020,08:45,PORTAL DAS NAÇÕES,1458,3,2682.0,936.71,1811.18,06223-080,BAIXA,Papel,0.13,83.24,540.79,45.23
25-05-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,1146,3,2979.0,1048.96,1888.78,06765-220,BAIXA,Papelão,0.54,77.55,782.41,39.89
25-05-2020,12:45,SPAZIO IBIRAPUERA,1338,3,2700.0,1001.28,1131.38,04022-020,ALTA,Papelão,0.13,62.91,444.36,11.59
25-05-2020,14:15,SPAZIO INTERLAGOS,2757,3,1932.0,897.15,793.35,04822-090,ALTA,Plástico,1.28,74.26,635.87,19.34
25-05-2020,13:00,SPAZIO PINHEIROS,1944,3,2754.0,1232.08,1758.57,04561-010,BAIXA,Vidro,1.05,89.0,769.63,10.43
25-05-2020,09:30,RECANTO DOS PÁSSAROS,1431,3,2139.0,502.33,1240.5,03193-005,BAIXA,Vidro,1.44,96.81,849.08,46.3
25-05-2020,11:15,PAÇO DAS FLORES,1401,3,3159.0,1045.22,1887.85,04826-190,BAIXA,Orgânico,0.73,81.29,808.0,20.89
25-05-2020,10:45,PROVENCE APPARTAMENTS,2586,3,2043.0,418.42,779.56,04543-010,ALTA,Papelão,0.35,56.3,300.04,12.57
26-05-2020,08:30,FLEX I,2569,2,1560.0,470.26,828.83,04538-132,BAIXA,Vidro,0.56,52.29,403.74,31.12
26-05-2020,09:15,FLEX III,1324,1,2198.0,878.86,948.8,04538-133,BAIXA,Orgânico,0.55,75.24,469.22,21.53
26-05-2020,10:00,ALTOS DO BUTANTÃ,3127,2,2560.0,1052.33,1159.59,05359-001,ALTA,Papelão,0.15,88.89,580.55,19.76
26-05-2020,08:00,EASY LIFE,2280,2,3989.0,936.88,2505.05,06764-170,BAIXA,Plástico,0.15,51.22,597.16,36.94
26-05-2020,11:30,CONDOMINIO BANDEIRANTES,4179,1,1836.0,1472.69,961.79,06705-300,BAIXA,Plástico,0.4,76.33,429.24,52.11
26-05-2020,14:45,SKY HOUSE,3037,1,2522.0,651.18,1161.89,03141-060,ALTA,Plástico,0.21,51.84,725.7,28.68
26-05-2020,10:30,PLAZA MAYOR,2756,2,3869.0,1259.48,1754.97,05303-020,ALTA,Plástico,0.29,96.82,933.97,14.57
26-05-2020,13:15,MAXI PIRITUBA,4251,2,2673.0,1981.38,1731.84,02936-001,BAIXA,Papel,0.87,85.43,780.09,15.24
26-05-2020,09:45,EDIFICIO JOSÉ MARTINS (HUB PAULISTA),1339,1,4269.0,703.07,1646.32,04543-011,BAIXA,Orgânico,1.51,95.92,1070.96,51.26
26-05-2020,14:00,LED BARRA FUNDA,4052,1,2741.0,930.05,953.72,01136-000,ALTA,Papelão,0.1,61.77,476.79,52.56
26-05-2020,13:30,CIDADE VIVA OFFICES,3836,1,4183.0,321.68,2247.92,03317-000,BAIXA,Orgânico,0.76,94.06,799.72,11.84
26-05-2020,15:30,BRISA DA MATA,3869,2,1880.0,1670.11,968.07,08122-600,BAIXA,Papelão,0.14,57.81,747.25,41.45
26-05-2020,11:00,FIT BOSQUE ITAQUERA,3767,2,1999.0,1785.49,1179.5,08260-000,BAIXA,Papel,0.81,83.43,661.99,24.72
26-05-2020,12:45,TORRE DE TAVORA,2743,2,2203.0,983.91,960.54,04075-010,ALTA,Vidro,1.2,79.75,749.44,50.64
26-05-2020,08:30,VIDA BELA,2093,2,2384.0,193.66,1245.61,03118-001,BAIXA,Papel,1.8,69.32,610.42,27.2
26-05-2020,09:15,EDÍFICIO PAULICEIA E SÃO CARLOS DO PINHAL,3241,1,3870.0,935.99,1894.62,01310-300,ALTA,Papel,0.51,51.42,682.96,41.33
26-05-2020,10:00,VARANDA BOTANIC,3027,2,2670.0,1215.32,1097.04,05543-060,ALTA,Plástico,0.64,62.45,440.17,28.57
26-05-2020,08:00,CONDOMÍNIO RESIDENCIAL GOLF PARK,2441,2,3586.0,556.87,2134.14,04038-001,BAIXA,Papelão,0.76,83.93,768.89,50.51
26-05-2020,11:30,CONDOMÍNIO PATEO ANDALUZ,1849,1,3282.0,1468.15,2189.18,04054-011,BAIXA,Vidro,1.29,91.14,1014.11,15.6
26-05-2020,14:45,CONDOMÍNIO RESIDENCIAL FLAMBOYANT,1942,1,2592.0,1607.51,1740.96,06038-310,BAIXA,Papel,0.35,65.54,645.84,28.56
26-05-2020,09:00,INNOVA III & IV,3224,2,2529.0,1513.16,1340.13,04211-320,BAIXA,Vidro,1.39,76.74,445.21,22.77
26-05-2020,12:00,MAGNUM RESIDENCIAL,2063,2,3611.0,1823.76,1204.34,05085-010,ALTA,Plástico,0.92,71.49,585.5,44.88
26-05-2020,09:45,EDIFÍCIO LINA JARDINS,2534,1,1929.0,1949.43,1240.61,01415-001,BAIXA,Papelão,0.48,52.55,589.21,18.24
26-05-2020,13:00,CONDOMÍNIO RESIDENCIAL ARICANDUVA,2376,2,4649.0,869.02,2415.02,03978-160,BAIXA,Orgânico,1.79,75.0,886.65,53.1
26-05-2020,14:30,HELLO VILA MARIANA,3761,1,3844.0,1250.39,1212.62,04101-000,ALTA,Vidro,1.56,57.15,668.99,36.6
26-05-2020,08:30,RESIDENCIAL TIETÊ,2240,2,4169.0,974.56,1945.38,03026-000,ALTA,Papel,0.16,87.92,752.73,55.96
26-05-2020,09:15,EASY CIDADE UNIVERSITÁRIA,2492,1,2476.0,1489.19,1527.9,05366-000,BAIXA,Papel,0.12,85.78,753.25,39.14
26-05-2020,10:00,NURBAN PINHEIROS,3146,2,3339.0,378.72,2091.55,05423-010,BAIXA,Vidro,1.05,98.52,827.89,46.94
26-05-2020,11:45,UPPER SÃO CAETANO,1423,2,4851.0,704.62,2902.73,09530-001,BAIXA,Plástico,1.52,81.0,1088.16,38.85
26-05-2020,14:00,BE URBAN METRÔ BROOKLIN,2471,2,2787.0,792.39,1026.67,04705-000,ALTA,Plástico,1.05,96.56,403.76,22.7
26-05-2020,13:30,PÁTIO MONDRIAN,1786,1,3171.0,237.32,1032.64,04793-100,ALTA,Vidro,1.93,94.76,477.59,14.16
26-05-2020,12:15,CONDOMÍNIO DEZ EUCALIPTO,1746,1,4863.0,267.91,2949.93,06278-080,BAIXA,Papelão,1.27,83.77,1012.35,59.73
26-05-2020,08:45,PORTAL DAS NAÇÕES,3311,1,3885.0,982.28,1533.99,06223-080,BAIXA,Orgânico,1.59,96.13,595.66,19.45
26-05-2020,10:30,SPAZIO CACHOEIRA DA NASCENTE,2936,1,4413.0,481.01,2236.62,06765-220,BAIXA,Vidro,1.51,82.12,832.2,18.77
